Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (CXF Fields),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Transform feature's OutTransformWriter may not correctly generate namespace declarations,CXF-4150,12544800,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ay,ay,ay,01/Mar/12 16:11,23/Apr/12 16:45,14/Mar/19 02:29,06/Mar/12 12:55,2.5.2,,,,,,,,,,,,,,,,,2.5.3,2.6,,,Core,,,,0,,,,,,"There is an issue with the namespace declarations in Transform feature's OutTransformWriter.

The problem occurs when the input message contains a namespace declaration that is re-declared with another prefix somewhere down in its child element.

See the mail thread:
http://cxf.547215.n5.nabble.com/TransformOutInterceptor-removes-WS-Addressing-prefix-tt5527180.html",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Unknown,,,,,,,,,,,229986,,,Tue Mar 06 12:55:57 UTC 2012,,,,,,0|i0sub3:,166387,,,,,,,,"06/Mar/12 12:55;ay;Closing this ticket as the originally reported issue of missing or duplicate namespace declarations has been resolved.

To follow up on the following related issue discussed at
http://cxf.547215.n5.nabble.com/Transform-feature-to-preserve-prefix-values-Re-svn-commit-r1295714-tt5538162.html
I will create a new ticket specifically to provide this prefix preserving option for both inbound and outbound.
regards, aki
",,,,,,,,,,,,,,,,,,,,,,,,,,
org.apache.cxf.endpoint.ClientImpl raises ,CXF-4149,12544675,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Critical,Fixed,dkulp,jorgevs,jorgevs,29/Feb/12 21:35,23/Apr/12 16:45,14/Mar/19 02:29,02/Mar/12 16:02,2.4.4,2.4.6,2.5.2,,,,,,,,,,,,,,,2.3.10,2.4.7,2.5.3,,Bus,,,,0,,,,,,"When invoking several different web services asynchronously a NullPointerException is raised. The web services were invoked firstly in parallel later sequentially. The issue occurs more frequently when the web services are executed in parallel.

Apparently the issue is at ClientImpl line 715 in version 2.4.4. I've debugged the issue and in some executions bus is null on method onMessage:


    public void onMessage(Message message) {

        Endpoint endpoint = message.getExchange().getEndpoint();
        if (endpoint == null) {
            // in this case correlation will occur outside the transport,
            // however there's a possibility that the endpoint may have been
            // rebased in the meantime, so that the response will be mediated
            // via a set of in interceptors provided by a *different* endpoint
            //
            endpoint = getConduitSelector().getEndpoint();
            message.getExchange().put(Endpoint.class, endpoint);
        }
        message = endpoint.getBinding().createMessage(message);
        message.getExchange().setInMessage(message);
        message.put(Message.REQUESTOR_ROLE, Boolean.TRUE);
        message.put(Message.INBOUND_MESSAGE, Boolean.TRUE);
===>    PhaseManager pm = bus.getExtension(PhaseManager.class);


This is the exception raised:

GRAVE: ExecutionException
java.util.concurrent.ExecutionException: java.lang.NullPointerException
	at org.apache.cxf.endpoint.ClientCallback.get(ClientCallback.java:147)
	at org.apache.cxf.jaxws.JaxwsResponseCallback.get(JaxwsResponseCallback.java:49)
	at org.ensure.configLayer.planningLayer.services.PreservationPlanOptimizer.PreservationPlanOptimizer.invokeAnalysisModules(PreservationPlanOptimizer.java:382)
	at org.ensure.configLayer.planningLayer.services.PreservationPlanOptimizer.PreservationPlanOptimizer.getOptimizedGlobalPreservationPlans(PreservationPlanOptimizer.java:166)
	at org.ensure.configLayer.test.planningLayer.PreservationPlanOptimizer.tester.Tester.main(Tester.java:37)
Caused by: java.lang.NullPointerException
	at org.apache.cxf.endpoint.ClientImpl.onMessage(ClientImpl.java:715)
	at org.apache.cxf.endpoint.ClientImpl$1.onMessage(ClientImpl.java:890)
	at org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream.handleResponseInternal(HTTPConduit.java:1626)
	at org.apache.cxf.transport.http.HTTPConduit$WrappedOutputStream$1.run(HTTPConduit.java:1498)
	at java.lang.Thread.run(Unknown Source)

Kind regards,

Jorge.","Eclipse Helios, Tomcat 6, JDK 1.6, Windows 7",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2012-03-01 21:36:00.795,,,no_permission,,Unknown,,,,,,,,,,,229861,,,Fri Mar 02 07:42:49 UTC 2012,,,,,,0|i0subb:,166388,,,,,,,,"01/Mar/12 21:36;dkulp;
I *THINK* I know what is happening here, but want to clarify with you first.   How are you invoking the async method?  (via a proxy, Dispatch, dynamic client?)    Also, after you call the async method, what are you doing with the object that you invoked it on?   

Can you also try something:  in the handler/callback that you pass to the method, can you add a field that points to the proxy/dispatch/client object?      

My gut feeling is that what is happening is that you are invoking the async method, then discarding the proxy.  The garbage collector is kicking in which is calling destroy on the proxy and thus the client impl.  The destroy on the client impl nulls out a ton of things.   Then then response comes back and now the bus is null.    I THINK if the proxy is held onto even in the handler, it wouldn't be destroyed.

That said, this is a bug, just need to figure out a good way to fix it.   I'm hoping the strong reference can at least provide a workaround for you.
","02/Mar/12 06:50;jorgevs;Thank you for your support Daniel. I think that your are right I'm getting the Proxy to set the timeout and after the execution of the method is not used anymore.

This is the code of the invocation, there are two different more like this:

	private static Response<org.ensure.configLayer.service.cost.jaxws.GetGlobalPreservationPlanEvaluationResponse>  invokeCostModule(DataHandler globalPreservationPlan, RequirementSet requirementSet) {	
		
		QName serviceName = new QName(""http://cost.servicequalityfigLayer.ensure.org/"", ""CostEngineImplService"");
		QName portName = new QName(""http://cost.service.configLayer.ensure.org/"", ""CostEngineImplPort"");

		Service service = Service.create(serviceName);
		service.addPort(portName, SOAPBinding.SOAP11HTTP_BINDING,
				""http://"" + costEngineWSHost + "":"" + costEngineWSPort + ""/CostEngineWS/services/CostEngineWSImplPort"");

		org.ensure.configLayer.service.cost.CostEngineWS client = service.getPort(portName,  org.ensure.configLayer.service.cost.CostEngineWS.class);

		org.apache.cxf.endpoint.Client clientProxy = ClientProxy.getClient(client);
	
		// Enabling MTOM on client
		ServiceUtil.setMTOMEnabled(((BindingProvider)client));
		
		// Setting a wider connection timeout for asynchronous communications
		ServiceUtil.setHTTPAsyncTimeout((HTTPConduit) clientProxy.getConduit());

		System.out.println(""Invoking getGlobalPreservationPlanEvaluationAsync using polling..."");    
		
		Response<org.ensure.configLayer.service.cost.jaxws.GetGlobalPreservationPlanEvaluationResponse> response;
		
		try{
			response = client.getGlobalPreservationPlanEvaluationAsync(globalPreservationPlan, requirementSet);
		}catch (Exception e) {
			e.printStackTrace();
			LogUtils.printStackTrace(log, e);
			return null;
		}
		
		return response;
	}

And this is the invocation to the three operations in parallel with polling (I have tried doing the three invocations sequentially and it happens but with far less frequency). The method below is executed N times:

		Response<org.ensure.configLayer.service.cost.jaxws.GetGlobalPreservationPlanEvaluationResponse> costEvaluationReply= null;			
		Response<org.ensure.configLayer.service.quality.jaxws.GetGlobalPreservationPlanEvaluationResponse> qualityEvaluationReply = null;			
		Response<org.ensure.configLayer.service.economicPerformance.jaxws.GetGlobalPreservationPlanEvaluationResponse>  economicPerformanceReply = null;
		
		org.ensure.configLayer.service.cost.jaxws.GetGlobalPreservationPlanEvaluationResponse costEvaluationReplyRes = null;			
		org.ensure.configLayer.service.quality.jaxws.GetGlobalPreservationPlanEvaluationResponse qualityEvaluationReplyRes = null;			
		org.ensure.configLayer.service.economicPerformance.jaxws.GetGlobalPreservationPlanEvaluationResponse economicPerformanceReplyRes = null;


--------------


				costEvaluationReply = 		invokeCostModule(globalPreservationPlanDataHandler, requirementSet);
				qualityEvaluationReply = 	invokeQualityModule(globalPreservationPlanDataHandler, requirementSet);
				economicPerformanceReply = 	invokeEconomicPerformanceModule(globalPreservationPlanDataHandler, requirementSet);
			}catch (Exception e) {
				e.printStackTrace();
				LogUtils.printStackTrace(log, e);
				return EError.getUnknownError(InternalModule.PRESERVATION_PLAN_OPTIMIZER);
			}
			
			// Polling method
			if (costEvaluationReply != null && qualityEvaluationReply != null && economicPerformanceReply!= null){
				int i = 0;
				while (	!costEvaluationReply.isDone()|| !qualityEvaluationReply.isDone() || !economicPerformanceReply.isDone()) {
					try {
						Thread.sleep(Constants.POLLING_INTERVAL);
					} catch (InterruptedException e) {
						e.printStackTrace();
						LogUtils.printStackTrace(log, e);
					}
					i+= Constants.POLLING_INTERVAL/1000;
					System.out.println(""Waiting..."" + i + "" seconds"");
				}
			}else{
				log.error(""invokeAnalysisModules => Error invoking WSs"");
				return EError.getUnknownError(InternalModule.PRESERVATION_PLAN_OPTIMIZER);
			}
				
			try {

			
				costEvaluationReplyRes = costEvaluationReply.get();
				qualityEvaluationReplyRes = qualityEvaluationReply.get();
				economicPerformanceReplyRes = economicPerformanceReply.get();


This code is executed iteratively, it some iterations it works in others raised the exception.

Kind regards,

Jorge.","02/Mar/12 07:42;jorgevs;Good Morning Daniel,

It looks that is working now. I have declared both client and clientProxy globally instead of defining it into the method. 

Thank for your support, hope that this helps to improve this great project.

Kind regards,

Jorge.",,,,,,,,,,,,,,,,,,,,,,,,
Wrong wsdl generated from impl class annotated with @SOAPBinding(parameterStyle = ParameterStyle.BARE),CXF-4147,12544568,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,29/Feb/12 06:58,23/Apr/12 16:45,14/Mar/19 02:29,29/Feb/12 10:23,,,,,,,,,,,,,,,,,,2.4.7,2.5.3,2.6,,Tooling,,,,0,,,,,,"The wsdl generated from the following class is wrapped. 

@SOAPBinding(parameterStyle = ParameterStyle.BARE)
@WebService
public class HelloBare {
    @WebMethod
    public int add(int a, int b) {
        return a + b;
    }
}

We just get one add message with one xsd:int part , the input message with two parts is expected.",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Unknown,,,,,,,,,,,229754,,,2012-02-29 06:58:40.0,,,,,,0|i0b7w7:,63391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXF JAXRS | Complex response types are not present in the generated wadl when returning list of objects,CXF-4144,12544401,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,muralidh,muralidh,28/Feb/12 10:59,28/Aug/12 17:44,14/Mar/19 02:29,26/Jun/12 13:42,2.5.2,,,,,,,,,,,,,,,,,2.5.5,2.6.2,2.7,,JAX-RS,,,,0,jax-rs,wadl,wadl2java,,,"We use cxf 2.5.2 along with spring for exposing and consuming restful services. For distributing the service interface classes, we started using wadl2java goal (which generates interface classes based on the given wadl file)

The generated wadl doesnt contain the proper response type, because of which i guess, the generated interfaces all have 'Response' as the return type.

Ex. if the restful get method returns 'List' , the generated wadl contains the following segment only:

<response><representation mediaType=""application/json""/></response>

and the corresponding interface generated from this wadl file contains the return type as 'Response'

Can someone suggest what needs to be done to prevent the actual response type from getting lost? Are any annotations (like ElementClass ? how to use it ?) or providers required?

Current code:

@GET
@Path(""/itemsForCategory"")
@Produces(""application/json"")
@Description(""getItemsForCategory"")
public List<Item> getItemsForCategory(@QueryParam(""category"")String category) {//implementation}

Found http://cxf.547215.n5.nabble.com/Problem-with-WADL-generation-and-returning-a-List-of-objects-td4713351.html#a5507490 . But the issue doesnt seem to be fixed.

Can someone help us out here?
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2012-04-16 10:34:13.997,,,no_permission,,Unknown,,,,,,,,,,,229638,,,Tue Jun 26 13:42:27 UTC 2012,,,,,,0|i05u47:,31976,,,,,,,,16/Apr/12 10:34;mnishant14;When you provide return object as List<Item> then Item should be serialize-able over the network. Another issue can be you are using Interface (List) to return response. You have to write define xsd for your List object or use appropriate annotation for it. Can you check if you can get the data for String[] if yes then above mentioned is the problem.,26/Jun/12 13:42;sergey_beryozkin;This can be optionally supported if org.apache.cxf.jaxrs.model.wadl.XMLName annotation is available,,,,,,,,,,,,,,,,,,,,,,,,,
"""attachment-directory"" property specified on RS endpoint does not change temp directory",CXF-4142,12544319,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,sergkorney,sergkorney,27/Feb/12 21:42,23/Apr/12 16:45,14/Mar/19 02:29,02/Mar/12 13:25,2.5.2,,,,,,,,,,,,,,,,,2.5.3,2.6,,,JAX-RS,,,,0,attachments,,,,,"We need to store temporary files in specific directory for specific endpoint.
That is needed because our service target directory is network share and for huge uploads it takes a while to move files from temporary directory to our target directory.
We tried to use ""attachment-directory"" property as described here under reading large attachments: http://cxf.apache.org/docs/jax-rs-multiparts.html
But that does not work. Setting system property ""org.apache.cxf.io.CachedOutputStream.OutputDirectory"" works fine, but we need it to be set up on a per-endpoint basis as it described to ""attachment-directory"" property configuration.
According to sources from 2.5.2 the problem is within AttachmentDeserializer class, in cacheStreamedAttachments method as it never call setStreamedAttachmentProperties() in case if DataSource for attachment is AttachmentDataSource type.
 ",,7200,7200,,0%,7200,7200,,,,,,,,,,28/Feb/12 13:59;sergey_beryozkin;patch.txt;https://issues.apache.org/jira/secure/attachment/12516330/patch.txt,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2012-02-28 13:59:36.088,,,no_permission,,Moderate,,,,,,,,,,,229556,,,Fri Mar 02 13:25:32 UTC 2012,,,,,,0|i0b6fb:,63153,,,,,,,,28/Feb/12 13:59;sergey_beryozkin;I'm attaching a patch as opposed to merging as I'm not 100% sure it won't interfere with the initial 'body' caching at the very top of the cacheStreamedAttachments() implementation...,"02/Mar/12 13:25;sergey_beryozkin;thanks for a tip, fixed for 2.5.3/trunk",,,,,,,,,,,,,,,,,,,,,,,,,
response_code 500 ignored when set in JAXRSOutInterceptor.handleWriteException ,CXF-4141,12544297,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,benjishults,benjishults,27/Feb/12 19:17,23/Apr/12 16:45,14/Mar/19 02:29,28/Feb/12 13:03,2.5.2,,,,,,,,,,,,,,,,,2.3.10,2.4.7,2.5.3,2.6,JAX-RS,,,,0,,,,,,"I have a scenario where the call to writer.writeTo in JAXRSOutInterceptor.serializeMessage throws an exception.

Before throwing the exception, the writer writes to the outputStream.

When write.writeTo throws the exception, handleWriteException calls message.put(Message.RESPONSE_CODE, 500).

However, my HTTP client is seeing the response come back with HTTP response code 200.
","tomcat 7.0.26, Java 1.6, ",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2012-02-27 19:25:10.067,,,no_permission,,Moderate,,,,,,,,,,,229534,,,Mon Feb 27 19:36:39 UTC 2012,,,,,,0|i0b7x3:,63395,,,,,,,,27/Feb/12 19:25;gmazza;Have you asked questions about this on the CXF user's mailing list to confirm it is a CXF bug?,"27/Feb/12 19:36;benjishults;No, I'll do that now.",,,,,,,,,,,,,,,,,,,,,,,,,
WS-BrokeredNotification Compliance PublisherReference,CXF-4140,12544151,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,spyhunter99,spyhunter99,26/Feb/12 02:43,23/Apr/12 16:45,14/Mar/19 02:29,09/Mar/12 18:36,2.5.2,,,,,,,,,,,,,,,,,2.5.3,,,,Services,,,,0,cxf,wsn,ws-notification,,,"The WSN specification status that when sending a RegisterPublisher message, the element PublisherReference may be null when Demand is false.
""This component MUST appear if the /wsn-br:RegisterPublisher/Demand component has value ""true"". If this component is missing, the Publisher is either not a Web service, or does not wish to receive messages from the NotificationBroker.""

The WSN Broker included with the release throws a fault when sending a null PublisherReference 
INFO: Application {http://docs.oasis-open.org/wsn/brw-2}NotificationBroker#{http://docs.oasis-open.org/wsn/brw-2}Registe
rPublisher has thrown exception, unwinding now: org.oasis_open.docs.wsn.brw_2.PublisherRegistrationFailedFault: Invalid
PublisherReference: null",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Unknown,,,,,,,,,,,229388,,,2012-02-26 02:43:46.0,,,,,,0|i0b8fj:,63478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codegen plugin requires WSDL artifact to be listed in dependency tree,CXF-4136,12543958,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,owen.farrell,owen.farrell,24/Feb/12 06:43,23/Apr/12 16:45,14/Mar/19 02:29,02/Mar/12 21:13,2.5.1,2.5.2,,,,,,,,,,,,,,,,2.5.3,2.6,,,Core,,,,1,maven,,,,,"The maven-codegen-plugin is only capable of resolving WSDL artifacts that are listed in the dependency tree. This had the unintended consequence of re-scoping transitive dependencies in to the current project.

Since the maven-artifact-resolver is arguably flawed (see CXF-3964), a more robust approach is necessary to handle both possible scenarios (WSDL as a dependency, WSDL not as a dependency).
",,14400,14400,,0%,14400,14400,,,,,,CXF-3964,,,,24/Feb/12 06:51;owen.farrell;CXF-4136.patch;https://issues.apache.org/jira/secure/attachment/12515894/CXF-4136.patch,24/Feb/12 06:44;owen.farrell;cxf-multi-module-example.zip;https://issues.apache.org/jira/secure/attachment/12515892/cxf-multi-module-example.zip,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Moderate,,,,,,,,,,,229196,,,2012-02-24 06:43:36.0,,,,,,0|i0b6br:,63137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CachedOutputStream lost charsetName param,CXF-4133,12543906,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ay,farmer1992,farmer1992,23/Feb/12 21:22,23/Apr/12 16:45,14/Mar/19 02:29,24/Feb/12 14:16,2.2.12,,,,,,,,,,,,,,,,,2.3.10,2.4.7,2.5.3,2.6,Core,,,,0,,,,,,"org.apache.cxf.io.CachedOutputStream 

{code}
    public void writeCacheTo(StringBuilder out, String charsetName, int limit) throws IOException {
        flush();
        if (totalLength < limit
            || limit == -1) {
            writeCacheTo(out); // <--- here lost charsetName param(if not using utf8) and make the non-utf8 char in log unreadable
            return;
        }
{code}",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Unknown,,,,,,,,,,,229144,,,2012-02-23 21:22:54.0,,,,,,0|i0b7zz:,63408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.apache.cxf.transport.http.finalizeConfig()  duplicate property listener and possible memory leak,CXF-4131,12543841,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,lrbeauchemin,lrbeauchemin,23/Feb/12 14:45,23/Apr/12 16:45,14/Mar/19 02:29,02/Mar/12 21:13,2.4.6,2.5.2,,,,,,,,,,,,,,,,2.4.7,2.5.3,,,Transports,,,,0,,,,,,"org.apache.cxf.transport.http.finalizeConfig() calling two times client.addPropertyChangeListener(this) resulting in duplicated PropertyChangeListener entry in the HTTPClientPolicy.propertyListener field.
First instance added is here:
{noformat} Thread [main] (Suspended (breakpoint at line 859 in org.apache.cxf.transport.http.HTTPConduit))     
     org.apache.cxf.transport.http.HTTPConduit.setClient(org.apache.cxf.transports.http.configuration.HTTPClientPolicy) line: 859     
     org.apache.cxf.transport.http.HTTPConduit.configureConduitFromEndpointInfo(org.apache.cxf.transport.http.HTTPConduit, org.apache.cxf.service.model.EndpointInfo) line: 334     
     org.apache.cxf.transport.http.HTTPConduit.finalizeConfig() line: 413     
     org.apache.cxf.transport.http.HTTPTransportFactory.getConduit(org.apache.cxf.service.model.EndpointInfo, org.apache.cxf.ws.addressing.EndpointReferenceType) line: 253     
{noformat} 
The second one is here:
{noformat} 
Thread [main] (Suspended)     
     org.apache.cxf.transport.http.HTTPConduit.finalizeConfig() line: 421     
     org.apache.cxf.transport.http.HTTPTransportFactory.getConduit(org.apache.cxf.service.model.EndpointInfo, org.apache.cxf.ws.addressing.EndpointReferenceType) line: 253 
{noformat} 

This problem seem to had been introduced when we upgraded to version 2.5.2 from version 2.3.2


Because we implemented a custom ConduitSelector and reuse the Conduit instance, this generated a memory leak from HTTPClientPolicy.propertyListener.
The work around we currently use to clean the extra instances is by reflection.
We use reflection to know how much duplicate instances there is in HTTPClientPolicy.propertyListener because there is no public api to access the array.
We then call HTTPClientPolicy.removePropertyChangeListener(listener) multiple time with the same instance to remove all of them as in the following snipplet from our implementation of ConduitSelector.complete() :
{noformat} 
 PropertyChangeListener listener = (PropertyChangeListener) selectedConduit;
                        List<HTTPClientPolicy> policies =
                            pExchange.getEndpoint().getEndpointInfo().getExtensors(
                                HTTPClientPolicy.class);
                        for (HTTPClientPolicy policy : policies)
                        {
                            long nbListener = CxfReflectionInstrospectorUtil.getListenerNb(policy, listener);
                            while (nbListener > 0)
                            {
                                policy.removePropertyChangeListener(listener);
                                --nbListener;
                            }
                        }
{noformat} 


regards and many thanks for your efforts,
Louis-Rene Poirier Beauchemin.
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Unknown,,,,,,,,,,,229079,,,2012-02-23 14:45:13.0,,,,,,0|i0b7vz:,63390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
